"BroodRef","SocialMumID","SocialDadID","BroodName","NestboxRef","SocialDadCertain","SocialdadIsGenetic","SocialMumCertain","SocialMumIsGenetic","Notes","BreedingYear","HatchingDate","HatchingDayAfter0401","LayDate","NbHatched","Nb3","NbRinged","LastLiveRecordSocialDad","LastLiveRecordSocialDadSource","LastLiveRecordSocialMum","LastLiveRecordSocialMumSource","CohortDad","CohortMum","DadAge","MumAge","ParentsAge","MBroodNb","MPriorResidence","MnextNBsame","MnextLayDate","MnextFsame","MwillDivorce","MwillDivorceforEx","FBroodNb","FPriorResidence","FnextNBsame","FnextLayDate","FnextMsame","FwillDivorce","FwillDivorceforEx","PairID","PairIDYear","PairBroodNb","AvgMass","MinMass","MaxMass","CVMass","nMass","AvgTarsus","nTarsus","nDiff","AvgClassAge"
1151,4619,4664,"J020",26,1,0,1,0,NA,2010,2010-05-15,43,2010-04-29,5,1,5,"10-May-11","S","10-Aug-11","C",2009,2009,1,1,1,1,FALSE,TRUE,2010-06-05,TRUE,FALSE,NA,1,FALSE,TRUE,2010-06-05,TRUE,FALSE,NA,"46644619","466446192010",1,18.110000038147,12.3000001907349,20.2000007629395,0.147649225522685,10,16.2399997711182,5,5,12
1152,4754,4573,"J021",80,1,0,1,0,NA,2010,NA,NA,2010-05-02,0,0,0,"04-Jul-10","SP","04-Jul-10","SP",2009,2009,1,1,1,1,FALSE,FALSE,2010-06-09,TRUE,FALSE,NA,1,FALSE,FALSE,2010-06-09,TRUE,FALSE,NA,"45734754","457347542010",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1153,4663,4512,"J022",126,0,0,1,0,NA,2010,2010-05-27,55,2010-05-13,4,2,3,"03-Jun-10","S","31-Jul-14","SP",2008,2009,2,1,1.5,1,FALSE,FALSE,2011-05-31,TRUE,FALSE,NA,1,FALSE,FALSE,2011-04-17,NA,NA,NA,"45124663","451246632010",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1154,4110,3370,"J023",134,1,0,1,0,NA,2010,2010-05-26,54,2010-05-12,3,2,3,"01-Feb-11","C","23-Jul-11","S",2006,2008,4,2,3,6,TRUE,TRUE,2010-07-16,TRUE,FALSE,NA,5,TRUE,TRUE,2010-07-16,TRUE,FALSE,NA,"33704110","337041102010",5,17.3333333333333,13.6000003814697,21.1000003814697,0.2163525898294,3,16.3333336512248,3,0,11
1155,3302,3359,"J024",124,1,0,1,0,NA,2010,2010-05-29,57,2010-05-17,3,3,3,"17-Nov-11","C","17-Nov-11","C",2006,2006,4,4,4,9,TRUE,TRUE,2010-06-22,TRUE,FALSE,NA,12,TRUE,TRUE,2010-06-22,TRUE,FALSE,NA,"33593302","335933022010",7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1156,4049,4039,"J025",137,1,0,1,0,NA,2010,2010-05-31,59,2010-05-17,4,3,3,"10-Aug-10","SP","20-Nov-11","C",2008,2008,2,2,2,3,FALSE,FALSE,2010-07-17,FALSE,TRUE,FALSE,3,FALSE,TRUE,2010-06-25,FALSE,NA,NA,"40394049","403940492010",1,24.2333335876465,22.6000003814697,25.7000007629395,0.0642382703704875,3,18.1333332061768,3,0,12
1157,4037,4753,"J026",136,1,0,1,0,NA,2010,2010-05-31,59,2010-05-17,4,2,2,"20-Jul-11","S","19-Nov-11","C",2009,2008,1,2,1.5,1,FALSE,TRUE,2010-06-24,TRUE,FALSE,NA,3,FALSE,TRUE,2010-06-24,TRUE,FALSE,NA,"47534037","475340372010",1,26.5,25.6000003814697,27.3999996185303,0.0480298221880919,2,18.75,2,0,12
1158,3395,4072,"J027",133,1,0,1,0,NA,2010,2010-05-31,59,2010-05-16,5,0,0,"05-Jul-11","S","17-Aug-10","SP",2008,2006,2,4,3,5,TRUE,TRUE,2010-06-08,TRUE,FALSE,NA,6,TRUE,TRUE,2010-06-08,TRUE,FALSE,NA,"40723395","407233952010",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
1159,4759,3764,"J028",18,1,0,1,0,NA,2010,2010-05-25,53,2010-05-10,1,0,1,"20-Jul-14","SP","20-Nov-11","C",2007,2008,3,2,2.5,4,TRUE,FALSE,2010-06-20,TRUE,FALSE,NA,3,FALSE,FALSE,2010-06-20,TRUE,FALSE,NA,"37644759","376447592010",1,23.3999996185303,23.3999996185303,23.3999996185303,NA,1,19.2999992370605,1,0,12
1161,NA,4698,"J030",131,0,0,0,0,"rings of male are cz/mv but DB won't accept this combination
20160302. Aaron Sibma. Removed social father and sighting due to father being reported as cz/mv and entered as wc/mv. This makes no sense",2010,NA,NA,2010-05-16,0,0,0,"12-Jul-09","C",NA,NA,2009,NA,1,NA,NA,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4698NA","4698NA2010",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1162,NA,3684,"J036",31,0,0,0,0,NA,2010,NA,NA,2010-05-15,0,0,0,"09-Feb-12","C",NA,NA,2007,NA,3,NA,NA,4,TRUE,FALSE,2010-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3684NA","3684NA2010",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1163,4059,3450,"J031",61,1,0,1,0,NA,2010,2010-06-04,63,2010-05-21,4,3,4,"16-May-11","EP","17-Aug-14","SP",2006,2008,4,2,3,8,TRUE,TRUE,2010-06-24,TRUE,FALSE,NA,5,TRUE,TRUE,2010-06-24,TRUE,FALSE,NA,"34504059","345040592010",5,26.5,23.7999992370605,29.1000003814697,0.082387501408047,4,18.8499999046326,4,0,12
1164,4723,4119,"J032",32,1,0,1,0,NA,2010,2010-06-06,65,2010-05-24,4,3,4,"28-Jul-10","SP","17-Jul-16","SP",2008,2009,2,1,1.5,1,FALSE,TRUE,2010-07-01,TRUE,FALSE,NA,1,FALSE,TRUE,2010-07-01,TRUE,FALSE,NA,"41194723","411947232010",1,22.8000001907349,21.6000003814697,24.6000003814697,0.0627465187648281,4,17.5750002861023,4,0,12
1165,4062,3717,"J033",40,1,0,1,0,NA,2010,2010-06-06,65,2010-05-21,5,4,5,"15-Aug-10","S","20-Jul-11","S",2007,2007,3,3,3,4,FALSE,FALSE,2010-07-02,TRUE,FALSE,NA,4,FALSE,FALSE,2010-07-02,TRUE,FALSE,NA,"37174062","371740622010",4,20.4399995803833,13.6999998092651,23.2999992370605,0.189404730488997,5,16.960000038147,5,0,12
1166,4739,4070,"J034",55,1,0,1,0,NA,2010,2010-06-06,65,2010-05-23,2,1,2,"22-Jun-11","SP","15-Jul-14","S",2008,2009,2,1,1.5,3,FALSE,TRUE,2010-06-30,TRUE,FALSE,NA,1,FALSE,TRUE,2010-06-30,TRUE,FALSE,NA,"40704739","407047392010",1,23.3999996185303,23.2999992370605,23.5,0.00604203375733074,2,16.5500001907349,2,0,12
1167,4760,4109,"J035",120,1,0,1,0,"Brood records in books are a mess…",2010,2010-06-01,60,2010-05-19,2,1,2,"22-Jul-11","S","01-Jul-10","S",2008,2008,2,2,2,2,FALSE,FALSE,2011-04-17,FALSE,FALSE,NA,3,FALSE,TRUE,2010-06-25,FALSE,NA,NA,"41094760","410947602010",2,25.6499996185303,22.2999992370605,28,0.0964732174432322,4,17.6500000953674,4,0,12
1168,4084,4757,"J037",143,1,0,1,0,NA,2010,2010-06-10,69,2010-05-29,3,0,0,"21-Jul-14","SP","07-Aug-12","SP",2009,2008,1,2,1.5,2,TRUE,TRUE,2010-06-23,TRUE,FALSE,NA,5,TRUE,TRUE,2010-06-23,TRUE,FALSE,NA,"47574084","475740842010",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
1171,4078,4071,"J040",45,1,0,1,0,NA,2010,2010-06-16,75,2010-06-01,5,0,4,"17-Jul-11","S","01-Feb-11","C",2008,2008,2,2,2,2,FALSE,FALSE,2010-07-07,TRUE,FALSE,NA,5,FALSE,FALSE,2010-07-07,TRUE,FALSE,NA,"40714078","407140782010",2,21.5499997138977,19.7999992370605,23.8999996185303,0.0871022164631673,4,17.9250001907349,4,0,11
1172,4744,4682,"J041",13,1,0,1,0,NA,2010,2010-06-19,78,2010-06-02,4,3,4,"04-Jun-15","SP","04-Aug-10","SP",2009,2009,1,1,1,2,FALSE,TRUE,2010-07-10,TRUE,FALSE,NA,2,FALSE,TRUE,2010-07-10,TRUE,FALSE,NA,"46824744","468247442010",2,23.3750004768372,21.7000007629395,25.2000007629395,0.0659411480815571,4,17.9999995231628,4,0,12
1173,4619,4664,"J042",26,1,0,1,0,NA,2010,2010-06-21,80,2010-06-05,5,1,5,"10-May-11","S","10-Aug-11","C",2009,2009,1,1,1,2,TRUE,TRUE,2010-07-14,TRUE,FALSE,NA,2,TRUE,TRUE,2010-07-14,TRUE,FALSE,NA,"46644619","466446192010",2,21.9,20.2999992370605,24,0.0694754431459503,5,18.0399997711182,5,0,12
1174,3395,4072,"J043",133,1,0,1,0,NA,2010,2010-06-21,80,2010-06-08,4,1,3,"05-Jul-11","S","17-Aug-10","SP",2008,2006,2,4,3,6,TRUE,TRUE,2010-07-22,TRUE,FALSE,NA,7,TRUE,FALSE,2010-06-30,FALSE,NA,NA,"40723395","407233952010",3,17.6800001144409,12.8000001907349,21,0.187566292616649,5,16.6333332061768,3,2,12
1175,4754,4573,"J044",82,1,0,1,0,"20160229 Aaron Sibma. Checked ID certain for both parens because they enter the nestbox",2010,2010-06-23,82,2010-06-09,3,1,2,"04-Jul-10","SP","04-Jul-10","SP",2009,2009,1,1,1,2,FALSE,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA,"45734754","457347542010",2,24.5,24.1000003814697,24.8999996185303,0.0230894652517603,2,17.6999998092651,2,0,12
1176,4759,3764,"J045",19,1,0,1,0,NA,2010,2010-07-04,93,2010-06-20,5,4,5,"20-Jul-14","SP","20-Nov-11","C",2007,2008,3,2,2.5,5,FALSE,TRUE,2011-04-13,TRUE,FALSE,NA,4,FALSE,TRUE,2011-04-13,TRUE,FALSE,NA,"37644759","376447592010",2,22.4400001525879,20.2000007629395,23.7000007629395,0.061150881947923,5,17.8599998474121,5,0,12
1177,4084,4757,"J046",143,1,0,1,0,NA,2010,2010-07-06,95,2010-06-23,4,4,4,"21-Jul-14","SP","07-Aug-12","SP",2009,2008,1,2,1.5,3,TRUE,TRUE,2011-04-14,TRUE,FALSE,NA,6,TRUE,TRUE,2011-04-14,TRUE,FALSE,NA,"47574084","475740842010",3,22.4499998092651,21.7999992370605,23.1000003814697,0.026849626002047,4,18.3499994277954,4,0,12
1178,NA,4686,"J047",42,0,0,0,0,NA,2010,NA,NA,2010-06-25,0,0,0,"25-Jul-11","S",NA,NA,2009,NA,1,NA,NA,1,FALSE,TRUE,2011-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4686NA","4686NA2010",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1179,4059,3450,"J048",61,1,0,1,0,NA,2010,2010-07-08,97,2010-06-24,3,1,1,"16-May-11","EP","17-Aug-14","SP",2006,2008,4,2,3,9,TRUE,TRUE,2010-07-28,TRUE,FALSE,NA,6,TRUE,TRUE,2010-07-28,TRUE,FALSE,NA,"34504059","345040592010",6,26.2999992370605,26.2999992370605,26.2999992370605,NA,1,18.2999992370605,1,0,12
1180,4380,3684,"J049",238,1,0,1,0,NA,2010,2010-07-07,96,2010-06-24,4,4,4,"09-Feb-12","C","14-Nov-11","C",2007,2004,3,6,4.5,5,FALSE,TRUE,2010-08-03,TRUE,FALSE,NA,12,FALSE,TRUE,2010-08-03,TRUE,FALSE,NA,"36844380","368443802010",1,24.4749999046326,22.8999996185303,26.2999992370605,0.0576250894734423,4,18.8249998092651,4,0,12
1181,4037,4753,"J050",136,1,0,1,0,NA,2010,2010-07-07,96,2010-06-24,3,3,3,"20-Jul-11","S","19-Nov-11","C",2009,2008,1,2,1.5,2,TRUE,TRUE,2011-04-14,FALSE,TRUE,FALSE,4,TRUE,FALSE,2011-05-15,FALSE,NA,NA,"47534037","475340372010",2,24.4333330790202,24.1000003814697,24.7999992370605,0.0143732821890315,3,18.5,3,0,12
1182,4049,4722,"J051",137,1,0,1,0,NA,2010,2010-07-08,97,2010-06-25,4,2,4,"26-Jul-14","SP","20-Nov-11","C",2009,2008,1,2,1.5,1,FALSE,FALSE,2011-04-16,FALSE,TRUE,FALSE,4,TRUE,FALSE,2011-04-14,FALSE,NA,NA,"47224049","472240492010",1,22.5,21,23.3999996185303,0.0467548185001668,4,17.6000003814697,4,0,12
1184,3395,3496,"J053",104,1,0,1,0,NA,2010,2010-07-14,103,2010-06-30,3,1,1,"14-Feb-12","C","17-Aug-10","SP",2006,2006,4,4,4,8,FALSE,TRUE,2011-04-18,FALSE,FALSE,NA,8,FALSE,FALSE,2010-07-22,FALSE,NA,NA,"34963395","349633952010",1,17.1333335240682,13.1000003814697,22.7999992370605,0.210073454956265,6,14.4666665395101,3,3,13
1185,4739,4070,"J054",55,1,0,1,0,NA,2010,2010-07-14,103,2010-06-30,3,3,3,"22-Jun-11","SP","15-Jul-14","S",2008,2009,2,1,1.5,4,TRUE,TRUE,2010-04-25,TRUE,FALSE,NA,2,TRUE,TRUE,2010-04-25,TRUE,FALSE,NA,"40704739","407047392010",2,20.9833335876465,16.2000007629395,25.3999996185303,0.155668603020333,6,16.9166668256124,6,0,13
1186,4110,3370,"J070",134,1,0,1,0,NA,2010,2010-07-06,95,2010-06-22,3,0,0,"01-Feb-11","C","23-Jul-11","S",2006,2008,4,2,3,8,TRUE,NA,NA,NA,NA,NA,7,TRUE,TRUE,2011-04-16,FALSE,NA,NA,"33704110","337041102010",7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1187,3302,3359,"J056",124,1,0,1,0,NA,2010,2010-07-06,95,2010-06-22,3,3,3,"17-Nov-11","C","17-Nov-11","C",2006,2006,4,4,4,10,TRUE,TRUE,2011-04-02,TRUE,FALSE,NA,13,TRUE,TRUE,2011-04-02,TRUE,FALSE,NA,"33593302","335933022010",8,25,24.2999992370605,25.6000003814697,0.0262304614784986,3,18.7000001271566,3,0,12
1188,4062,3717,"J057",41,1,0,1,0,NA,2010,2010-07-15,104,2010-07-02,4,1,3,"15-Aug-10","S","20-Jul-11","S",2007,2007,3,3,3,5,FALSE,FALSE,2010-08-09,TRUE,FALSE,NA,5,FALSE,FALSE,2010-08-09,TRUE,FALSE,NA,"37174062","371740622010",5,23.2999998728434,20.3999996185303,25.7999992370605,0.116829711087336,3,17.466667175293,3,0,12
1189,4078,4071,"J058",47,1,0,1,0,NA,2010,2010-07-20,109,2010-07-07,3,2,3,"17-Jul-11","S","01-Feb-11","C",2008,2008,2,2,2,3,FALSE,TRUE,2011-04-15,TRUE,FALSE,NA,6,FALSE,TRUE,2011-04-15,TRUE,FALSE,NA,"40714078","407140782010",3,19.9749999046326,16,22.7000007629395,0.159592887472987,4,17.6666666666667,3,1,12.5
1190,4744,4682,"J059",13,1,0,1,0,NA,2010,2010-07-24,113,2010-07-10,3,2,3,"04-Jun-15","SP","04-Aug-10","SP",2009,2009,1,1,1,3,TRUE,FALSE,2012-05-15,FALSE,FALSE,NA,3,TRUE,TRUE,2011-04-14,FALSE,NA,NA,"46824744","468247442010",3,25.2333335876465,23.7000007629395,26.6000003814697,0.0577476397571444,3,18.4666665395101,3,0,12
1191,4689,3445,"J060",83,1,0,1,0,NA,2010,2010-07-26,115,2010-07-12,3,1,3,"06-Aug-10","SP","06-Aug-10","SP",2006,2009,4,1,2.5,4,FALSE,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA,"34454689","344546892010",1,24.4000002543132,22.2999992370605,26.2000007629395,0.0806244054338824,3,19.4333330790202,3,0,12
1192,4619,4664,"J061",26,1,0,1,0,NA,2010,2010-07-27,116,2010-07-14,2,1,2,"10-May-11","S","10-Aug-11","C",2009,2009,1,1,1,3,TRUE,FALSE,2011-04-13,TRUE,FALSE,NA,3,TRUE,FALSE,2011-04-13,TRUE,FALSE,NA,"46644619","466446192010",3,23.1000003814697,22.6000003814697,23.6000003814697,0.030610575233703,2,18.3000001907349,2,0,12
1193,4110,3370,"J062",134,1,0,1,0,NA,2010,2010-07-29,118,2010-07-16,1,0,1,"01-Feb-11","C","23-Jul-11","S",2006,2008,4,2,3,7,TRUE,TRUE,2010-06-22,TRUE,FALSE,NA,6,TRUE,TRUE,2010-06-22,TRUE,FALSE,NA,"33704110","337041102010",6,24.2999992370605,24.2999992370605,24.2999992370605,NA,1,17.8999996185303,1,0,12
1194,4723,4119,"J063",32,1,0,1,0,NA,2010,2010-07-15,104,2010-07-01,1,0,1,"28-Jul-10","SP","17-Jul-16","SP",2008,2009,2,1,1.5,2,TRUE,NA,NA,NA,NA,NA,2,TRUE,FALSE,2011-05-14,FALSE,NA,NA,"41194723","411947232010",2,20.25,18.6000003814697,21.8999996185303,0.115232293694344,2,16.25,2,0,13
1195,4059,3450,"J064",61,1,0,1,0,NA,2010,2010-08-10,130,2010-07-28,2,2,2,"16-May-11","EP","17-Aug-14","SP",2006,2008,4,2,3,10,TRUE,TRUE,2011-05-07,NA,NA,NA,7,TRUE,TRUE,2011-06-15,TRUE,FALSE,NA,"34504059","345040592010",7,26.5,26.3999996185303,26.6000003814697,0.0053311147759508,2,18.8499994277954,2,0,11
1196,4679,4745,"J065",261,1,0,1,0,NA,2010,2010-07-24,113,2010-07-10,3,2,3,"20-Jul-14","S","02-Feb-11","C",2009,2009,1,1,1,1,FALSE,FALSE,2013-04-29,FALSE,FALSE,NA,1,FALSE,NA,NA,NA,NA,NA,"47454679","474546792010",1,24.0333334604899,22.6000003814697,25.7999992370605,0.067649143738597,3,17.1666673024495,3,0,12
1197,4721,4039,"J066",139,1,0,1,0,NA,2010,2010-07-30,119,2010-07-17,3,2,2,"10-Aug-10","SP","20-Nov-11","C",2008,2009,2,1,1.5,4,FALSE,NA,NA,NA,NA,NA,1,FALSE,FALSE,2011-04-19,NA,NA,NA,"40394721","403947212010",1,21.1749997138977,18.3999996185303,23.8999996185303,0.140748638320274,4,17.8249998092651,4,0,12.5
1198,3395,4072,"J067",133,1,0,1,0,NA,2010,2010-08-04,124,2010-07-22,4,2,3,"05-Jul-11","S","17-Aug-10","SP",2008,2006,2,4,3,7,TRUE,TRUE,2011-06-16,FALSE,FALSE,NA,9,FALSE,NA,NA,NA,NA,NA,"40723395","407233952010",4,20.6166664759318,17.7999992370605,22.3999996185303,0.0772069267525892,6,16.7166666984558,6,0,13
1199,4380,3684,"J068",238,1,0,1,0,NA,2010,2010-08-17,137,2010-08-03,2,0,0,"09-Feb-12","C","14-Nov-11","C",2007,2004,3,6,4.5,6,TRUE,FALSE,2011-05-14,FALSE,TRUE,FALSE,13,TRUE,TRUE,2011-04-04,NA,NA,NA,"36844380","368443802010",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
1200,4760,4060,"J071",120,1,0,1,0,NA,2010,NA,NA,2010-06-25,0,0,0,"17-Nov-11","C","01-Jul-10","S",2008,2008,2,2,2,3,FALSE,TRUE,2011-04-23,FALSE,FALSE,NA,4,TRUE,NA,NA,NA,NA,NA,"40604760","406047602010",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1201,4744,4098,"K001",13,1,0,0,0,NA,2011,2011-04-28,26,2011-04-14,3,1,2,"07-Feb-12","C","04-Aug-10","SP",2008,2009,3,2,2.5,2,FALSE,TRUE,2011-05-21,TRUE,FALSE,NA,4,TRUE,TRUE,2011-05-21,TRUE,FALSE,NA,"40984744","409847442011",1,24.8999996185303,24.3999996185303,25.3999996185303,0.0283977634702182,2,17,2,0,12
1202,4854,4907,"K002",17,1,0,1,0,NA,2011,2011-04-26,24,2011-04-11,4,0,3,"10-Jul-11","S","11-Aug-15","SP",2010,2010,1,1,1,1,FALSE,TRUE,2011-05-21,TRUE,FALSE,NA,1,FALSE,TRUE,2011-05-21,TRUE,FALSE,NA,"49074854","490748542011",1,23.6333332061768,22.7999992370605,24.5,0.035986957881778,3,17.5666662851969,3,0,14
1203,4084,4757,"K003",143,1,0,1,0,NA,2011,2011-04-28,26,2011-04-14,4,2,2,"21-Jul-14","SP","07-Aug-12","SP",2009,2008,2,3,2.5,4,TRUE,TRUE,2011-05-23,TRUE,FALSE,NA,7,TRUE,TRUE,2011-05-23,TRUE,FALSE,NA,"47574084","475740842011",4,24,23.2999992370605,24.7000007629395,0.0412474845350447,2,18.75,2,0,12
1204,4585,4735,"K004",113,1,0,1,0,NA,2011,2011-04-29,27,2011-04-15,4,4,4,"10-Aug-11","C","17-Jun-11","S",2009,2009,2,2,2,1,FALSE,TRUE,2011-05-30,TRUE,FALSE,NA,2,FALSE,TRUE,2011-05-30,TRUE,FALSE,NA,"47354585","473545852011",1,24.3999996185303,23.1000003814697,26.8999996185303,0.0716140897798191,4,17.5499997138977,4,0,12
1205,4078,4071,"K005",47,1,0,0,0,NA,2011,2011-04-29,27,2011-04-15,5,1,5,"17-Jul-11","S","01-Feb-11","C",2008,2008,3,3,3,4,TRUE,FALSE,2011-05-25,TRUE,FALSE,NA,7,TRUE,FALSE,2011-05-25,TRUE,FALSE,NA,"40714078","407140782011",4,22.7400001525879,19.1000003814697,24.7000007629395,0.101743794469509,5,16.3200000762939,5,0,12
1207,5025,4929,"K007",105,0,0,0,0,"sighted female in same video is R/M
20160302 Aaron Sibma. Removed social father because sighted male in video is zb/mw. Cannot be sure who social father is",2011,2011-04-29,27,2011-04-15,3,0,1,"22-Jun-15","SP","16-Aug-12","SP",2010,2010,1,1,1,1,FALSE,FALSE,2013-04-26,FALSE,FALSE,NA,1,FALSE,FALSE,2011-07-04,FALSE,NA,NA,"49295025","492950252011",1,22.1000003814697,22.1000003814697,22.1000003814697,NA,1,16.7999992370605,1,0,12
1208,3302,3359,"K008",124,1,0,1,0,NA,2011,2011-04-17,15,2011-04-02,2,2,2,"17-Nov-11","C","17-Nov-11","C",2006,2006,5,5,5,11,TRUE,TRUE,2011-05-08,TRUE,FALSE,NA,14,TRUE,TRUE,2011-05-08,TRUE,FALSE,NA,"33593302","335933022011",9,21.25,18.2000007629395,24.2999992370605,0.202981300647695,2,16.75,2,0,13
1209,4380,NA,"K009",238,0,0,0,0,NA,2011,2011-04-18,16,2011-04-04,2,2,2,NA,NA,"14-Nov-11","C",NA,2004,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,14,TRUE,TRUE,2011-05-16,NA,NA,NA,"NA4380","NA43802011",1,22.9499998092651,20.1000003814697,25.7999992370605,0.175621190213009,2,17.75,2,0,12
1211,4619,4664,"K011",241,1,0,1,0,NA,2011,2011-04-30,28,2011-04-13,5,3,5,"10-May-11","S","10-Aug-11","C",2009,2009,2,2,2,4,FALSE,NA,NA,NA,NA,NA,4,FALSE,FALSE,2011-06-01,FALSE,NA,NA,"46644619","466446192011",4,23.6,21.5,26.1000003814697,0.0753833148863236,5,17.7399997711182,5,0,12
1212,4062,4895,"K012",41,1,0,1,0,NA,2011,2011-05-01,29,2011-04-11,4,2,4,"05-Aug-14","SP","20-Jul-11","S",2010,2007,1,4,2.5,1,FALSE,FALSE,2011-05-28,TRUE,FALSE,NA,7,FALSE,FALSE,2011-05-28,TRUE,FALSE,NA,"48954062","489540622011",1,24.5250000953674,21,26.7000007629395,0.100285556192337,4,17.3999996185303,4,0,11
1213,4982,4885,"K013",140,1,0,1,0,NA,2011,2011-05-02,30,2011-04-13,2,0,1,"20-Nov-11","C","20-Nov-11","C",2010,2010,1,1,1,1,FALSE,TRUE,2011-05-31,TRUE,FALSE,NA,1,FALSE,TRUE,2011-05-31,TRUE,FALSE,NA,"48854982","488549822011",1,17.75,17.3999996185303,18.1000003814697,0.0278856233476358,2,16.6000003814697,2,0,13
1214,4759,3764,"K014",19,1,0,1,0,NA,2011,2011-05-02,30,2011-04-13,4,2,3,"20-Jul-14","SP","20-Nov-11","C",2007,2008,4,3,3.5,6,TRUE,TRUE,2011-05-29,TRUE,FALSE,NA,5,TRUE,TRUE,2011-05-29,TRUE,FALSE,NA,"37644759","376447592011",3,19.0250000953674,13.5,24.7000007629395,0.320799410136156,4,17.1749999523163,4,0,12.5
1215,4739,4686,"K015",42,1,0,1,0,NA,2011,2011-05-03,31,2011-04-15,4,2,4,"25-Jul-11","S","15-Jul-14","S",2009,2009,2,2,2,2,TRUE,TRUE,2011-06-03,TRUE,FALSE,NA,4,FALSE,TRUE,2011-06-03,TRUE,FALSE,NA,"46864739","468647392011",1,21.0399997711182,16.2000007629395,24.2999992370605,0.169330992293269,5,17.9400001525879,5,0,12.4
1216,4967,4649,"K016",51,1,0,1,0,NA,2011,2011-05-03,31,2011-04-13,3,2,2,"15-Nov-11","C","13-Jul-15","SP",2009,2010,2,1,1.5,1,FALSE,FALSE,2011-05-15,FALSE,TRUE,FALSE,1,FALSE,FALSE,2011-05-31,FALSE,NA,NA,"46494967","464949672011",1,23.6500005722046,22.6000003814697,24.7000007629395,0.0627872435015081,2,17.3500003814697,2,0,12
1217,4049,4753,"K017",136,1,0,1,0,NA,2011,2011-05-03,31,2011-04-14,4,2,3,"20-Jul-11","S","20-Nov-11","C",2009,2008,2,3,2.5,3,TRUE,TRUE,2011-05-31,TRUE,FALSE,NA,5,FALSE,TRUE,2011-05-31,TRUE,FALSE,NA,"47534049","475340492011",1,23.2000002861023,20.6000003814697,24.6000003814697,0.0777457208990219,4,18.1749997138977,4,0,12.5
1218,5017,4706,"K018",146,1,0,1,0,NA,2011,2011-05-04,32,2011-04-15,3,1,3,"25-Oct-11","C","17-Nov-11","C",2009,2010,2,1,1.5,1,FALSE,TRUE,2011-06-01,TRUE,FALSE,NA,1,FALSE,TRUE,2011-06-01,TRUE,FALSE,NA,"47065017","470650172011",1,22.7999997138977,21.5,23.7999992370605,0.0437128907604784,4,18.4249997138977,4,0,12.5
1220,4972,4673,"K020",119,1,0,1,0,NA,2011,2011-05-05,33,2011-04-17,4,0,2,"20-Jul-11","SP","30-May-12","S",2009,2010,2,1,1.5,1,FALSE,FALSE,2011-05-15,FALSE,TRUE,FALSE,1,FALSE,TRUE,2011-05-31,TRUE,FALSE,NA,"46734972","467349722011",1,13.875,11.1000003814697,16.8999996185303,0.205910501861048,4,14.9499998092651,4,0,13
1221,4905,4109,"K021",121,1,0,1,0,NA,2011,2011-05-05,33,2011-04-17,4,2,3,"22-Jul-11","S","18-Nov-11","C",2008,2010,3,1,2,3,FALSE,TRUE,2011-06-14,TRUE,FALSE,NA,1,FALSE,TRUE,2011-06-14,TRUE,FALSE,NA,"41094905","410949052011",1,20.3500000635783,17.2000007629395,22.5,0.115943426695955,6,16.983333269755,6,0,13
1222,4858,4765,"K022",337,1,0,1,0,NA,2011,2011-05-05,33,2011-04-17,5,2,4,"16-Nov-11","C","18-Jul-13","SP",2010,2010,1,1,1,1,FALSE,TRUE,2011-05-30,TRUE,FALSE,NA,1,FALSE,TRUE,2011-05-30,TRUE,FALSE,NA,"47654858","476548582011",1,21.9000000953674,13.6000003814697,26.2000007629395,0.262705957971475,4,16.5999999046326,4,0,12
1223,4942,3496,"K023",104,1,0,0,0,NA,2011,2011-05-05,33,2011-04-18,3,2,3,"14-Feb-12","C","14-Jun-11","S",2006,2010,5,1,3,9,TRUE,TRUE,2011-06-01,TRUE,FALSE,NA,1,FALSE,TRUE,2011-06-01,TRUE,FALSE,NA,"34964942","349649422011",1,24.6000003814697,22.7000007629395,25.8999996185303,0.0683846844671377,3,17.0666662851969,3,0,12
1224,4927,4906,"K024",34,1,0,1,0,NA,2011,2011-05-05,33,2011-04-18,2,0,2,"10-Aug-11","C","14-May-11","S",2010,2010,1,1,1,1,FALSE,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA,"49064927","490649272011",1,25.9000005722046,24.7000007629395,27.1000003814697,0.0655234268091111,2,18.1499996185303,2,0,12
